InNum,ProQANumber,CallDateTime,Timestamp,Address,AptLot,lng,lat,GridLoc,Disp,PDids,ExtNatureDisplayName,Report,PolArea,DOW,HourNum
2015138521,,8/3/15 19:32,1438648335,701 BROADWAY E-CO,,-92.32912,38.95184,28124R,2,200,SPECIAL ASSIGNMENT,,70D,Monday,19
2015138559,,8/3/15 19:30,1438648246,3900 CLARK LN-CO,137,-92.27678,38.9622,29091A,2,200,VANDALISM,,40E,Monday,19
2015138517,,8/3/15 19:24,1438647899,4116 CONGO CIR-CO,,-92.32776,38.9926,23362A,2,200,911 CHECKS,,10E,Monday,19
2015138518,P40466,8/3/15 19:18,1438647490,3406 RANGE LINE ST-CO,43,-92.32431,38.98465,23362A,2,200,DISTURBANCE,,30S,Monday,19
2015138550,P40465,8/3/15 19:15,1438647302,900 RAIN FOREST PKWY-CO,,-92.32628,38.98868,23362A,2,200,PARKING VIOLATION,,10E,Monday,19
2015138500,M78424,8/3/15 19:05,1438646719,126 TENTH ST N-CO,,-92.32624,38.95339,28124Q,2,200,ASSIST MEDICS,,70D,Monday,19
2015138507,P40463,8/3/15 18:57,1438646254,3104 CRAWFORD ST-CO,,-92.34849,38.91778,28262A,1,200,ASSAULT,2015-008577,60E,Monday,18
2015138490,,8/3/15 18:44,1438645458,2400 PROVIDENCE RD S-CO,,-92.33976,38.92438,28243A,2,200,911 CHECKS,,60E,Monday,18
2015138486,,8/3/15 18:34,1438644883,101 FOURTH ST S-CO,,-92.33325,38.9504,28124R,2,200,FOOT PATROL,,70DP,Monday,18
2015138506,P40459,8/3/15 18:11,1438643505,CONLEY RD-CO/HIGHWAY 63 CONNECTOR SB-CO,,-92.2923,38.9594,29082A,2,200,ACCIDENT,,80N,Monday,18
2015138478,P40458,8/3/15 18:08,1438643302,3309 GREEN RIDGE RD-CO,B,0,0,24323A,1,200,FRAUD,2015-008576,30S,Monday,18
2015138469,P40452,8/3/15 17:45,1438641911,1608 CHAPEL HILL RD-CO,A,-92.36469,38.93041,28224A,12,200,LAW ALARM,,50W,Monday,17
2015138465,P40450,8/3/15 17:38,1438641502,205 NIFONG BLVD E-CO,2,-92.33687,38.911,28253A,2,200,TRAFFIC,,60W,Monday,17
2015138477,,8/3/15 17:35,1438641326,205 NIFONG BLVD E-CO,2,-92.33687,38.911,28253A,2,200,LARCENY,,60W,Monday,17
2015138509,P40445,8/3/15 17:16,1438640195,25 CONLEY RD-CO,A,-92.29632,38.94969,29083A,2,200,PEACE DISTURBANCE,,80N,Monday,17
2015138460,P40446,8/3/15 17:16,1438640184,25 CONLEY RD-CO,,-92.29632,38.94969,29083A,2,200,PEACE DISTURBANCE,,80N,Monday,17
2015138492,P40443,8/3/15 17:11,1438639863,201 CONLEY RD-CO,A,-92.29662,38.95327,29083A,2,200,ACCIDENT,,80N,Monday,17
2015138444,,8/3/15 16:51,1438638714,1400 BLK GREENSBORO DR-CO,,-92.3177,39.0073,24301B,2,200,911 CHECKS,,30N,Monday,16
2015138449,P40440,8/3/15 16:48,1438638538,STADIUM BLVD E-CO/PROVIDENCE RD S-CO,,-92.3343,38.9379,28134A,2,200,ABANDONED VEHICLE,,60E,Monday,16
2015138454,,8/3/15 16:46,1438638383,2905 MELODY LN-CO,,-92.34127,38.91794,28251A,2,200,CIVIL MATTER,,60E,Monday,16
2015138447,,8/3/15 16:42,1438638154,2416 PARIS RD-CO,,-92.30058,38.97431,29051A,2,200,911 CHECKS,,40W,Monday,16
2015138432,P40439,8/3/15 16:39,1438637975,1900 I70 DR SOUTHWEST-CO,LOT,-92.36725,38.96622,28102A,2,200,PARKING VIOLATION,,10W,Monday,16
2015138445,,8/3/15 16:38,1438637916,916 BROADWAY W-CO,,-92.35218,38.95177,28142P,2,200,911 CHECKS,,50E,Monday,16
2015138446,,8/3/15 16:36,1438637785,507 BUSINESS LOOP 70 W-CO,,-92.34412,38.96622,28024A,2,200,911 CHECKS,,20W,Monday,16
2015138431,,8/3/15 16:34,1438637683,BROADWAY W-CO/WEST BLVD N-CO,,-92.35706,38.95317,28141A,2,200,LEAVING THE SCENE ACCIDENT,,50E,Monday,16
2015138442,P40437,8/3/15 16:31,1438637479,2001 HAZELWOOD DR-CO,,-92.30862,38.96186,29072A,2,200,DISTURBANCE,,80N,Monday,16
2015138422,P40436,8/3/15 16:28,1438637321,BROADWAY W-CO/MCBAINE AV-CO,,-92.3423,38.9514,28123R,2,200,DISTURBANCE,,50E,Monday,16
2015138421,P40434,8/3/15 16:22,1438636937,GRINDSTONE PKWY-CO/HIGHWAY 63 S NB-CO,,-92.2935,38.9129,29293A,2,200,ACCIDENT,,80S,Monday,16
2015138417,,8/3/15 16:21,1438636860,CITY,,-92.3305,38.9525,A,2,200,ASSIST CITIZEN,,,Monday,16
2015138491,P40432,8/3/15 16:09,1438636169,201 BROADWAY W-CO,3I,-92.3402,38.9525,28123R,2,200,ACCIDENT,,50E,Monday,16
2015138437,P40431,8/3/15 16:06,1438635988,2208 WHITE GATE DR-CO,1G,-92.30369,38.96775,29064A,2,200,TRESPASSING,,40W,Monday,16
2015138412,,8/3/15 16:00,1438635659,2300 BLK CREASY SPRINGS RD-CO,,-92.3513,38.9775,28022A,2,200,911 CHECKS,,10E,Monday,16
2015138410,,8/3/15 15:58,1438635494,1280 I70 W-CO,,-92.3093,38.9675,29064V,2,200,C&I DRIVING,,30S,Monday,15
2015138407,,8/3/15 15:57,1438635422,3211 CLARK LN-CO,,-92.29003,38.96443,29082A,2,200,CHECK OPEN BUSINESS,,40W,Monday,15
2015138408,,8/3/15 15:56,1438635411,2400 NIFONG BLVD E-CO,1400,-92.30281,38.90577,29293A,2,200,911 CHECKS,,60E,Monday,15
2015138453,P40430,8/3/15 15:56,1438635360,COLLEGE AV N-CO/PARIS RD-CO,,-92.3216,38.9564,29071P,2,200,TRAFFIC,,70,Monday,15
2015138403,,8/3/15 15:54,1438635264,HIGHWAY 63 CONNECTOR NB-CO/I70 W-CO,,-92.2921,38.9619,29082A,2,200,CHECK SUBJECT,,40W,Monday,15
2015138414,P40427,8/3/15 15:50,1438635013,SEVENTH ST N-CO/BROADWAY E-CO,,-92.3297,38.9516,28124R,2,200,ACCIDENT,,70D,Monday,15
2015138433,,8/3/15 15:39,1438634377,600 WALNUT ST E-CO,,-92.33047,38.95248,28124R,2,200,ASSIST CITIZEN,,70D,Monday,15
2015138434,,8/3/15 15:37,1438634276,600 WALNUT ST E-CO,,-92.33047,38.95248,28124R,2,200,ASSIST CITIZEN,,70D,Monday,15
2015138401,,8/3/15 15:37,1438634254,600 WALNUT ST E-CO,,-92.33047,38.95248,28124R,2,200,ASSIST CITIZEN,,70D,Monday,15
2015138405,P40424,8/3/15 15:31,1438633864,1815 VANDIVER DR-CO,,-92.31004,38.97187,29062A,2,200,PARKING VIOLATION,,30S,Monday,15
2015138396,,8/3/15 15:26,1438633587,BROADWAY E-CO/OLD 63 N-CO,,-92.3105,38.9494,29182A,2,200,C&I DRIVING,,70,Monday,15
2015138386,P40423,8/3/15 15:20,1438633250,14 BOGIE HILLS DR-CO,,-92.25976,38.95021,29103B,12,200,LAW ALARM,,80N,Monday,15
2015138383,P40422,8/3/15 15:16,1438632989,5416 BASELINE PL-CO,,-92.33522,39.00882,23251B,2,200,ASSIST OTHER AGENCY,,10E,Monday,15
2015138379,,8/3/15 15:07,1438632438,100 OLD 63 N-CO,,-92.31114,38.9515,29074Q,2,200,CHECK SUBJECT,,80NP,Monday,15
2015138458,P40420,8/3/15 15:06,1438632395,4104 JOSLYN CT-CO,,-92.39607,38.94616,28163A,2,200,FRAUD,,50W,Monday,15
2015138435,,8/3/15 15:04,1438632271,600 WALNUT ST E-CO,,-92.33047,38.95248,28124R,2,200,ASSIST CITIZEN,,70D,Monday,15
2015138374,P40419,8/3/15 14:52,1438631578,901 LOUISVILLE DR-CO,,-92.41037,38.94658,28173B,12,200,LAW ALARM,,50W,Monday,14
2015138371,,8/3/15 14:51,1438631512,100 OLD 63 N-CO,,-92.31114,38.9515,29074Q,2,200,CHECK SUBJECT,,80NP,Monday,14
2015138372,,8/3/15 14:49,1438631399,COLLEGE AV N-CO/HINKSON AV-CO,,-92.3215,38.9569,29071P,2,200,911 CHECKS,,70,Monday,14
2015138365,P40418,8/3/15 14:38,1438630689,2100 BLK WORLEY ST W-CO,,-92.3725,38.9613,28103A,8,200,ACCIDENT,,10W,Monday,14
2015138363,M78413,8/3/15 14:37,1438630624,115 BLK ASH ST E-CO,,0,0,28123Q,2,200,ASSIST MEDICS,,50E,Monday,14
2015138360,P40416,8/3/15 14:26,1438629995,HIGHWAY 63 S SB-CO/DISCOVERY PKWY-CO,,-92.2807,38.898,29331B,2,200,TRAFFIC HAZARD,,80S,Monday,14
2015138356,M78412,8/3/15 14:19,1438629549,2208 WHITE GATE DR-CO,,-92.30369,38.96775,29064A,2,200,ASSIST FIRE,,40W,Monday,14
2015138355,,8/3/15 14:14,1438629290,1700 BLK PROVIDENCE RD N-CO,,-92.3337,38.971,28014P,2,200,911 CHECKS,,10E,Monday,14
2015138380,P40414,8/3/15 14:13,1438629208,1200 EIGHTH ST N-CO,C,-92.32553,38.96315,28122P,2,200,TRESPASSING,,20E,Monday,14
2015138508,P40413,8/3/15 14:10,1438629015,207 STADIUM BLVD N-CO,,-92.37469,38.95878,28104A,2,200,ACCIDENT,,50E,Monday,14
2015138351,,8/3/15 14:07,1438628879,6400 NORTH BROWNS STATION RD-CO,,0,0,24212A,2,200,911 CHECKS,,30N,Monday,14
2015138338,P40411,8/3/15 13:49,1438627754,506 ROLLINS ST-CO,,-92.33234,38.94232,28132R,12,200,LAW ALARM,,70,Monday,13
2015138345,,8/3/15 13:39,1438627174,2307 RIDGEMONT-CO,,-92.37432,38.93672,28221A,2,200,911 CHECKS,,50W,Monday,13
2015138362,P40410,8/3/15 13:38,1438627110,1282 I70 E-CO,,-92.3058,38.9664,29064U,8,200,ACCIDENT,,40W,Monday,13
2015138346,P40407,8/3/15 13:32,1438626762,RANGE LINE ST-CO/I70 W-CO,,-92.325,38.9687,28014P,2,200,SUSPICIOUS INCIDENT,2015-008572,30S,Monday,13
2015138328,,8/3/15 13:24,1438626294,101 FOURTH ST S-CO,,-92.33325,38.9504,28124R,1,200,OTHER OFFENSE,2015-008571,70DP,Monday,13
2015138329,P40405,8/3/15 13:23,1438626187,25 CONLEY RD-CO,A,-92.29632,38.94969,29083A,2,200,SUSPICIOUS PERSON,,80N,Monday,13
2015138327,P40403,8/3/15 13:21,1438626097,GRINDSTONE PKWY-CO/HIGHWAY 63 S NB-CO,,-92.2935,38.9129,29293A,2,200,TRAFFIC HAZARD,,80S,Monday,13
2015138324,P40401,8/3/15 13:08,1438625295,1602 HIGHRIDGE CIR-CO,,-92.36064,38.93729,28231A,2,200,FRAUD,,50W,Monday,13
2015138319,,8/3/15 13:07,1438625265,THE GATES SUBDIVISION,,-92.386016,38.866231,33094B,2,200,TRAFFIC OBSERVATION,,60W,Monday,13
2015138322,,8/3/15 13:07,1438625256,900 NIFONG BLVD W-CO,,-92.35279,38.90828,28264A,2,200,911 CHECKS,,60W,Monday,13
2015138394,P40396,8/3/15 13:02,1438624948,WREN WOOD DR-CO/BALLENGER LN-CO,,-92.2648,38.9797,24334A,2,200,SUSPICIOUS VEHICLE,,40E,Monday,13
2015138316,P40395,8/3/15 12:56,1438624612,902 RANGE LINE ST-CO,,-92.32459,38.96017,28122Q,2,200,SUSPICIOUS PERSON,,20EP,Monday,12
2015138314,,8/3/15 12:54,1438624441,2705 ROLLINS RD-CO,3,-92.37893,38.94692,28153A,2,200,911 CHECKS,,50W,Monday,12
2015138305,,8/3/15 12:44,1438623891,BROADWAY E-CO/OLD 63 N-CO,,-92.3105,38.9494,29182A,2,200,TRAFFIC HAZARD,,70,Monday,12
2015138304,P40394,8/3/15 12:41,1438623677,711 VANDIVER DR-CO,G,-92.32763,38.97173,28012A,12,200,LAW ALARM,,10E,Monday,12
2015138302,P40393,8/3/15 12:31,1438623093,OLD 63 N-CO/HINKSON AV-CO,,-92.312,38.9566,29072A,2,200,ACCIDENT,,80N,Monday,12
2015138299,P40392,8/3/15 12:25,1438622710,28 NINTH ST S-CO,,-92.32739,38.95064,28124S,2,200,DISTURBANCE,,70D,Monday,12
2015138341,P40391,8/3/15 12:16,1438622164,1500 VANDIVER DR-CO,,-92.31592,38.97022,29061Q,2,200,ACCIDENT,,30S,Monday,12
2015138291,P40390,8/3/15 12:13,1438622020,1100 CLUB VILLAGE DR-CO,103,-92.35601,38.90927,28264A,12,200,LAW ALARM,,60W,Monday,12
2015138286,P40388,8/3/15 12:04,1438621449,3111 CRAWFORD ST-CO,,-92.34905,38.91739,28262A,3,200,LAW ALARM,,60E,Monday,12
2015138359,P40387,8/3/15 12:02,1438621363,1500 VANDIVER DR-CO,,-92.31592,38.97022,29061Q,2,200,PARKING VIOLATION,,30S,Monday,12
2015138287,,8/3/15 12:02,1438621337,1612 PROVIDENCE RD N-CO,169,-92.33199,38.97039,28014P,2,200,911 CHECKS,,10E,Monday,12
2015138280,P40386,8/3/15 11:56,1438620976,703 QUICK SAND CIR-CO,,-92.32784,38.99039,23362A,12,200,LAW ALARM,,10E,Monday,11
2015138277,P40385,8/3/15 11:48,1438620492,5012 PIEDMONT PL-CO,,-92.31426,39.00414,24301B,12,200,LAW ALARM,,30N,Monday,11
2015138288,P40384,8/3/15 11:47,1438620470,1900 BLUE RIDGE RD-CO,,-92.31036,38.98431,24312A,2,200,PEACE DISTURBANCE,,30SP,Monday,11
2015138278,,8/3/15 11:45,1438620324,235 APPLE TREE CT-CO,3,-92.34648,38.8998,28354A,2,200,911 CHECKS,,60W,Monday,11
2015138266,,8/3/15 11:36,1438619813,703 OLD HAWTHORNE DRIVE EAST-CO,,-92.24331,38.93867,29143B,2,200,911 CHECKS,,80N,Monday,11
2015138270,P40383,8/3/15 11:35,1438619706,916 BUSINESS LOOP 70 E-CO,,-92.32583,38.96384,28014Q,2,200,CHECK THE WELFARE,,20E,Monday,11
2015138265,P40382,8/3/15 11:34,1438619652,1406 BASS AV-CO,,-92.31888,38.9487,29181P,2,200,ABANDONED VEHICLE,,70,Monday,11
2015138315,,8/3/15 11:18,1438618686,2310 PARIS RD-CO,,-92.30305,38.97211,29062A,1,200,BURGLARY,2015-008570,40W,Monday,11
2015138253,P40377,8/3/15 11:18,1438618685,415 CONLEY RD-CO,3,-92.29669,38.95495,29083A,2,200,DISTURBANCE,,80N,Monday,11
2015138248,P40374,8/3/15 11:08,1438618132,500 ASH ST W-CO,,-92.34509,38.95459,28114P,1,200,DISTURBANCE,2015-008568,50E,Monday,11
2015138240,P40371,8/3/15 10:43,1438616607,1812 BUSINESS LOOP 70 W-CO,22,-92.36555,38.9675,28034A,2,200,KEEP THE PEACE,,10W,Monday,10
2015138226,P40367,8/3/15 10:19,1438615173,217 ORCHARD CT-CO,,-92.3595,38.94941,28141A,2,200,DISTURBANCE,,50E,Monday,10
2015138224,P40366,8/3/15 10:17,1438615026,301 NEBRASKA AV-CO,,-92.33325,38.96668,28014Q,2,200,ACCIDENT,,20E,Monday,10
2015138220,P40365,8/3/15 10:13,1438614813,NINTH ST N-CO/BROADWAY E-CO,,-92.3276,38.9515,28124Q,1,200,LEAVING THE SCENE ACCIDENT,2015-008567,70D,Monday,10
2015138231,P40363,8/3/15 10:11,1438614667,1008 EIGHTH ST N-CO,,-92.32581,38.96201,28122P,2,200,PARKING VIOLATION,,20E,Monday,10
2015138216,,8/3/15 10:09,1438614560,126 TENTH ST N-CO,,-92.32624,38.95339,28124Q,2,200,CHECK OPEN BUSINESS,,70D,Monday,10
2015138285,P40362,8/3/15 9:50,1438613433,3441 WOODRAIL TER-CO,,-92.36394,38.9158,28263A,2,200,ABANDONED VEHICLE,,60W,Monday,9
2015138205,,8/3/15 9:44,1438613059,1000 SMILEY LN-CO,,-92.32523,38.99266,23362A,2,200,CHECK OPEN BUSINESS,,10E,Monday,9
2015138201,,8/3/15 9:38,1438612680,300 PROVIDENCE RD S-CO,A,-92.33393,38.94871,28132P,2,200,CHECK OPEN BUSINESS,,50E,Monday,9
2015138200,P40361,8/3/15 9:33,1438612428,907 OLD PLANK RD W-CO,,-92.35341,38.8896,33022Y,12,200,LAW ALARM,,60W,Monday,9
2015138198,,8/3/15 9:32,1438612347,101 FOURTH ST S-CO,,-92.33325,38.9504,28124R,2,200,CHECK SUBJECT,,70DP,Monday,9
2015138202,,8/3/15 9:28,1438612086,2333 CHAPEL HILL RD-CO,,-92.37463,38.93275,28223A,2,200,911 CHECKS,,50W,Monday,9
2015138208,P40360,8/3/15 9:27,1438612050,401 WEST BRIARWOOD LN-CO,,-92.37105,38.94939,28152A,2,200,SUSPICIOUS INCIDENT,,50E,Monday,9
2015138217,,8/3/15 9:21,1438611711,1414 ROSEMARY LN-CO,,-92.31947,38.9453,29181P,7,200,PARKING VIOLATION,,70,Monday,9
2015138199,,8/3/15 9:20,1438611625,1400 FORUM BLVD-CO,38,-92.35945,38.93602,28231A,2,200,911 CHECKS,,50W,Monday,9
2015138192,,8/3/15 9:19,1438611589,1615 BUSINESS LOOP 70 W-CO,,-92.36267,38.97245,28034A,2,200,FOOT PATROL,,10WP,Monday,9
2015138223,P40359,8/3/15 9:18,1438611536,5435 STEEPLECHASE DR-CO,,-92.41671,38.88609,33053B,2,200,LARCENY,,60W,Monday,9
2015138193,,8/3/15 9:18,1438611519,5408 KELSEY DR-CO,,-92.25377,38.97526,29032Y,2,200,911 CHECKS,,40E,Monday,9
2015138191,P40358,8/3/15 9:15,1438611323,407 GRAPEVINE CT-CO,,-92.34401,38.91778,28251A,2,200,PARKING VIOLATION,,60E,Monday,9
2015138182,,8/3/15 8:48,1438609695,3340 VANDIVER DR-CO,,-92.2876,38.97544,29052A,2,200,911 CHECKS,,40W,Monday,8
2015138184,P40355,8/3/15 8:47,1438609632,515 CHERRY ST-CO,101,-92.33115,38.95069,28124R,2,200,AUTO THEFT,,70D,Monday,8
2015138180,P40354,8/3/15 8:44,1438609469,1711 WORLEY ST W-CO,A,-92.36461,38.9608,28102A,2,200,PARKING VIOLATION,,10W,Monday,8
2015138203,P40353,8/3/15 8:34,1438608850,1415 BOUCHELLE AV-CO,,-92.31929,38.9431,29181P,7,200,TRAFFIC HAZARD,,70,Monday,8
2015138225,,8/3/15 8:32,1438608756,4311 CULPEPER DR-CO,,-92.29687,38.99538,24293A,2,200,911 CHECKS,,30N,Monday,8
2015138176,P40352,8/3/15 8:28,1438608507,5201 RICE RD-CO,,-92.25815,38.97428,29031A,2,200,BURGLARY,,40E,Monday,8
2015138174,P40351,8/3/15 8:20,1438608021,415 CONLEY RD-CO,3,-92.29669,38.95495,29083A,2,200,PEACE DISTURBANCE,,80N,Monday,8
2015138164,P40350,8/3/15 8:13,1438607600,ROCK QUARRY RD-CO/STAGS WY-CO,,-92.3171,38.9211,29193A,2,200,TRAFFIC HAZARD,,80S,Monday,8
2015138181,P40348,8/3/15 8:02,1438606922,5305 EDENTON BLVD-CO,210,-92.31932,39.00663,24301B,2,200,TRESPASSING,,30N,Monday,8
2015138147,P40347,8/3/15 7:48,1438606094,3 HOSPITAL DR-CO,,-92.32926,38.93828,28134C,5,200,SUSPICIOUS PERSON,,MUPD,Monday,7
2015138126,P40346,8/3/15 7:03,1438603392,2505 WALNUT ST E-CO,,-92.29925,38.95411,29083A,2,200,SUSPICIOUS VEHICLE,,80N,Monday,7
2015138124,,8/3/15 7:00,1438603203,3211 CLARK LN-CO,,-92.29003,38.96443,29082A,2,200,CHECK OPEN BUSINESS,,40W,Monday,7
2015138143,P40345,8/3/15 6:53,1438602792,2403 RANGE LINE ST-CO,B,-92.32684,38.97597,28012A,2,200,KEEP THE PEACE,,30S,Monday,6
2015138120,P40344,8/3/15 5:45,1438598708,2600 STADIUM BLVD N-CO,B,-92.37233,38.9817,28031A,12,200,LAW ALARM,,10W,Monday,5
2015138112,,8/3/15 5:37,1438598236,3211 CLARK LN-CO,A,-92.29003,38.96443,29082A,2,200,CHECK OPEN BUSINESS,,40W,Monday,5
2015138111,P40343,8/3/15 5:02,1438596172,302 SEXTON RD W-CO,,-92.3428,38.96106,28121P,1,200,ASSAULT,2015-008565,20W,Monday,5
2015138110,P40342,8/3/15 4:45,1438595132,2500 BROADWAY BLUFFS DR-CO,100,-92.30117,38.9474,29171A,2,200,SUSPICIOUS VEHICLE,,80N,Monday,4
2015138101,P40340,8/3/15 4:16,1438593408,1421 CINNAMON HILL LN-CO,,-92.29233,38.93325,29202A,12,200,LAW ALARM,,80S,Monday,4
2015138098,,8/3/15 3:57,1438592249,25 CONLEY RD-CO,,-92.29632,38.94969,29083A,2,200,CHECK OPEN BUSINESS,,80N,Monday,3
2015138097,,8/3/15 3:48,1438591727,415 CONLEY RD-CO,,-92.29669,38.95495,29083A,2,200,CHECK OPEN BUSINESS,,80N,Monday,3
2015138094,,8/3/15 3:26,1438590402,GRINDSTONE PKWY-CO/ROCK QUARRY RD-CO,,-92.3132,38.9133,29301A,10,200,TRAFFIC STOP,,60E,Monday,3
2015138088,P40337,8/3/15 2:55,1438588524,201 TEXAS AV E-CO,UNK,-92.33521,38.97044,28013Q,2,200,CHECK THE WELFARE,,10E,Monday,2
2015138087,,8/3/15 2:48,1438588122,3300 FALLING LEAF LN-CO,,-92.29506,38.91361,29291A,2,200,CHECK OPEN BUSINESS,,80S,Monday,2
2015138086,,8/3/15 2:37,1438587442,3001 YORKTOWN DR-CO,,-92.38327,38.94593,28164A,1,200,LARCENY,2015-008563,50W,Monday,2
2015138085,,8/3/15 2:28,1438586885,601 BUSINESS LOOP 70 W-CO,,-92.34617,38.96741,28024A,2,200,911 CHECKS,,20W,Monday,2
2015138083,P40336,8/3/15 2:21,1438586488,GARTH AV N-CO/SEXTON RD E-CO,,-92.3387,38.9604,28121P,9,200,SUSPICIOUS PERSON,,20W,Monday,2
2015138084,P40335,8/3/15 2:20,1438586445,1651 TIMBER CREEK DR-CO,,-92.3739,38.97241,28033A,2,200,CIVIL MATTER,,10W,Monday,2
2015138080,P40334,8/3/15 2:08,1438585723,19 LESLIE LN E-CO,,-92.33667,38.97228,28013Q,2,200,DISTURBANCE,,10E,Monday,2
2015138077,P40333,8/3/15 1:54,1438584891,2108 CALLAWAY DR-CO,,-92.26248,38.97284,29031A,2,200,DISTURBANCE,,40E,Monday,1
2015138076,M78391,8/3/15 1:49,1438584570,1400 BLK PARIS RD-CO,,-92.3187,38.9584,29071P,2,200,ASSIST MEDICS,,70,Monday,1
2015138074,,8/3/15 1:45,1438584352,4000 HYDE PARK AV-CO,53,-92.32706,38.90585,28254A,1,200,LARCENY,2015-008562,60E,Monday,1
2015138071,P40332,8/3/15 1:32,1438583548,3900 CLARK LN-CO,137,-92.27678,38.9622,29091A,2,200,DISTURBANCE,,40E,Monday,1
2015138068,,8/3/15 1:26,1438583185,ROLLINS RD-CO/STADIUM BLVD S-CO,,-92.3715,38.9466,28153A,2,200,TRAFFIC HAZARD,,50W,Monday,1
2015138066,M78390,8/3/15 1:21,1438582865,500 COLLEGE AV N-CO,,-92.32109,38.95705,29071P,2,200,ASSIST FIRE,,70,Monday,1
2015138069,,8/3/15 1:17,1438582638,OLD 63 N-CO/BROADWAY E-CO,,-92.3105,38.9494,29074Q,2,200,CHECK TRAFFIC LIGHTS,,80N,Monday,1
2015138065,P40330,8/3/15 1:15,1438582507,909 FAIRVIEW RD S-CO,,-92.38168,38.94447,28151A,2,200,VANDALISM,,50W,Monday,1
2015138061,,8/3/15 1:05,1438581922,19 LESLIE LN E-CO,,-92.33667,38.97228,28013Q,2,200,DISTURBANCE,,10E,Monday,1
2015138062,P40329,8/3/15 1:05,1438581902,2300 WALNUT ST E-CO,A,-92.30419,38.95224,29074Q,2,200,SUSPICIOUS PERSON,,80NP,Monday,1
2015138059,P40327,8/3/15 0:48,1438580896,2908 LAWNRIDGE CT-CO,F,-92.2941,38.98816,24321A,1,200,DISTURBANCE,2015-008561,30N,Monday,0
2015138057,P40325,8/3/15 0:35,1438580157,PARIS RD-CO/BROWN STATION RD-CO,,-92.2736,39.0177,24211A,2,200,DWI,,30N,Monday,0
2015138056,P40324,8/3/15 0:33,1438580004,701 NIFONG BLVD E-CO,,-92.330863,38.91021,28254A,3,200,LAW ALARM,,60E,Monday,0
2015138053,P40320,8/3/15 0:20,1438579243,2210 COUNTRY CLUB DR-CO,,-92.30454,38.95919,29072A,12,200,LAW ALARM,,80N,Monday,0
2015138051,,8/3/15 0:11,1438578662,1810 PARIS RD-CO,,-92.30931,38.96509,29064A,10,200,TRAFFIC STOP,,40W,Monday,0
2015138052,P40319,8/3/15 0:02,1438578122,PROVIDENCE RD N-CO/WALNUT ST E-CO,,-92.3341,38.9527,28124R,2,200,MISCHIEF,,50E,Monday,0
2015138049,P40317,8/2/15 23:53,1438577634,6806 CHELAN DR-CO,,-92.37907,38.87613,33101B,1,200,DISTURBANCE,2015-008559,60W,Sunday,23
2015138048,P40316,8/2/15 23:40,1438576818,1100 COATS ST-CO,3,-92.32732,38.96246,28122P,1,200,BURGLARY,2015-008557,20E,Sunday,23
2015138047,P40315,8/2/15 23:33,1438576381,4821 CLARK LN-CO,105,-92.26266,38.9662,29101A,9,200,SUSPICIOUS PERSON,,40E,Sunday,23
2015138046,,8/2/15 23:32,1438576342,5301 ST CHARLES RD E-BC,18,-92.257765,38.957652,29101B,1,200,ASSAULT,2015-008558,80N,Sunday,23
2015138045,P40314,8/2/15 23:29,1438576191,CREASY SPRINGS RD-CO/BUSINESS LOOP 70 W-CO,,-92.3526,38.9666,28024A,2,200,DWI,,10E,Sunday,23
2015138044,P40313,8/2/15 23:24,1438575882,1800 I70 DR SOUTHWEST-CO,117,-92.36555,38.96542,28102A,2,200,HARASSMENT,,10W,Sunday,23
2015138042,P40312,8/2/15 23:07,1438574842,2900 PARIS RD-CO,B,-92.29337,38.97944,24323A,2,200,TRESPASSING,,40W,Sunday,23
2015138034,,8/2/15 23:01,1438574472,3140 ROCK QUARRY RD-CO,,-92.31377,38.91543,29301A,2,200,CHECK SUBJECT,,80S,Sunday,23
2015138028,P40306,8/2/15 22:42,1438573335,UNITY DR-CO/OAK ST-CO,,-92.3405,38.9563,28123P,1,200,VANDALISM,2015-008556,20W,Sunday,22
2015138023,,8/2/15 22:25,1438572300,303 BUSINESS LOOP 70 E-CO,,-92.33335,38.96504,28014Q,2,200,ASSIST CITIZEN,,20E,Sunday,22
2015138025,,8/2/15 22:24,1438572261,713 ANN ST N-CO,4,-92.31475,38.95945,29071Q,2,200,911 CHECKS,,70,Sunday,22
2015138022,P40305,8/2/15 22:22,1438572122,1400 FORUM BLVD-CO,48,-92.35954,38.93573,28231A,12,200,LAW ALARM,,50W,Sunday,22
2015138031,P40304,8/2/15 22:19,1438571965,1911 WORLEY ST W-CO,,-92.36767,38.9616,28102A,2,200,ASSIST CITIZEN,,10W,Sunday,22
2015138038,,8/2/15 22:02,1438570966,25 POPLAR HILL DR E-CO,,-92.34481,38.88801,33011B,2,200,911 CHECKS,,60W,Sunday,22
2015138037,P40303,8/2/15 22:00,1438570824,3607 BRAY AV-CO,,-92.38969,38.94128,28212A,2,200,TRESPASS SUBJECT,,50W,Sunday,22
2015138024,P40301,8/2/15 21:48,1438570087,608 SPENCER AV-CO,,-92.36325,38.96179,28102A,2,200,DISTURBANCE,,10W,Sunday,21
2015138039,P40299,8/2/15 21:35,1438569302,3300 LONGFORDS MILL DR-CO,,-92.3869,38.89272,33042B,2,200,HARASSMENT,,60W,Sunday,21
2015138009,P40298,8/2/15 21:29,1438568948,PROVIDENCE RD N-CO/BUSINESS LOOP 70 E-CO,,-92.3339,38.9647,28014Q,8,200,ACCIDENT,2015-008554,20E,Sunday,21
